47;8;957
29;10;450
6;7;218
40;15;490
10;10;444
22;12;898
18;14;1263
27;19;613
43;16;1357
1;4;88
6;12;1236
30;6;783
20;8;678
13;11;351
42;18;462
48;4;427
14;5;841
2;18;417
21;3;891
43;19;359
46;1;666
31;20;181
34;7;984
2;13;593
2;12;604
37;20;801
7;15;371
29;6;899
35;17;257
41;15;1252
42;14;852
32;18;738
19;16;934
17;19;411
33;19;463
12;19;637
31;15;1239
17;12;371
32;11;593
4;6;681
4;8;1122
24;10;1031
26;8;100
10;13;75
17;4;680
44;2;1460
2;14;480
17;19;459
32;10;1172
25;2;790
22;12;902
45;2;684
40;7;1195
18;3;540
27;1;1191
7;12;585
5;13;104
19;9;217
14;3;249
27;17;1045
1;10;633
30;5;899
13;14;1340
48;20;1228
14;8;919
48;4;1172
29;7;1091
15;6;249
6;16;236
46;7;1077
26;13;601
31;8;1126
39;3;1348
26;11;1302
41;7;973
50;10;569
9;8;520
3;20;705
6;16;986
9;3;1138
29;10;935
43;14;856
36;11;1030
3;10;961
43;18;478
45;16;683
39;14;1285
30;7;459
39;17;743
21;7;1455
22;20;1075
23;13;149
26;19;510
8;1;1436
30;10;1008
2;8;194
13;5;358
16;17;125
4;19;1368
27;12;664
23;20;1348
9;8;808
28;14;374
31;20;889
45;20;401
19;1;427
8;19;245
44;6;107
1;17;856
49;4;1034
46;3;1185
37;5;290
42;4;1107
37;10;1434
44;9;1428
26;16;819
3;19;859
1;18;466
8;7;998
8;11;1287
20;17;1358
18;14;1233
37;11;196
2;15;681
29;4;350
50;13;1025
23;7;764
34;12;1188
26;19;1298
28;3;1045
34;20;840
24;15;1331
33;7;945
45;8;1102
9;7;1044
36;17;530
39;14;1374
15;2;302
46;3;207
42;11;279
1;2;1316
2;6;923
23;12;396
32;7;1356
29;2;1294
38;1;652
26;7;953
25;2;65
27;3;1419
26;9;1486
34;10;70
3;8;405
3;10;682
41;15;394
18;4;1490
45;15;165
42;14;1358
17;5;676
21;15;1208
48;2;1033
17;7;461
13;6;1375
27;20;1404
32;14;435
5;4;1038
6;20;1159
15;18;794
17;3;1301
39;2;1435
35;16;217
20;8;787
13;17;477
5;11;294
6;8;163
5;19;738
41;11;773
11;17;689
24;15;652
21;4;691
29;2;703
20;18;692
35;14;440
10;6;152
42;4;340
44;16;292
22;9;733
43;17;1119
13;13;1218
19;16;927
27;4;1200
29;11;1157
33;20;1317
46;13;1042
42;12;1064
20;8;1461
49;20;1163
3;3;1375
45;2;727
26;1;581
27;18;375
45;9;1351
39;13;564
24;3;806
41;10;1453
24;4;929
12;10;507
12;11;680
20;15;74
17;20;375
35;16;865
25;6;717
40;6;569
30;2;726
37;19;88
44;1;1284
17;7;1460
31;18;545
3;14;564
38;5;211
31;18;401
23;1;103
20;6;215
31;1;326
29;2;1169
47;8;1013
5;2;678
47;1;425
10;14;168
7;14;1088
34;16;1087
41;13;783
22;8;726
26;8;1199
21;5;577
26;5;881
18;14;682
30;14;814
11;10;1364
16;12;1112
15;15;1274
9;13;1470
16;8;918
4;14;529
28;17;234
6;11;767
37;17;1468
18;2;688
23;10;964
29;3;234
50;3;752
23;2;615
28;18;612
19;17;991
19;1;1355
18;15;140
33;7;425
10;18;369
34;11;974
14;9;1347
17;18;644
35;1;357
29;10;170
3;17;798
8;17;461
24;19;1349
7;5;236
48;17;419
44;12;1385
11;10;614
1;9;273
30;8;392
37;2;1040
14;13;1214
39;5;1081
42;10;638
29;7;818
8;1;947
40;19;798
4;1;1487
11;3;1220
44;6;590
6;20;646
40;13;245
1;3;352
9;6;591
21;6;340
37;14;663
24;6;595
26;16;185
48;7;525
17;9;174
49;13;1287
46;19;470
10;12;1096
10;18;1417
7;15;793
34;8;1161
26;4;306
1;9;826
32;14;670
11;19;65
41;17;275
47;10;1195
8;20;514
43;11;1016
34;1;697
12;20;750
5;18;817
20;12;1416
31;3;190
21;20;811
48;10;1274
7;14;905
46;18;1057
36;10;263
49;17;1118
15;7;1464
27;4;1481
38;12;792
10;7;717
2;20;566
7;5;1170
37;18;507
6;8;476
24;3;1081
7;6;96
17;12;850
29;7;175
22;3;1226
40;18;1171
5;19;1227
18;19;794
31;6;1168
43;20;1332
13;15;1007
31;20;437
40;9;121
2;11;880
36;2;261
21;5;758
4;3;1081
18;9;329
13;4;589
9;16;611
32;10;197
41;8;880
28;6;166
28;7;1144
3;13;615
8;3;1354
36;11;175
46;17;1163
32;7;257
24;17;1430
30;5;1180
40;3;72
11;6;1351
26;10;751
46;16;381
32;19;1098
38;2;300
27;10;418
34;14;1276
1;11;1102
32;10;833
14;17;761
7;10;548
47;17;984
3;1;508
1;8;1145
38;12;388
18;2;711
42;16;158
12;9;1465
3;19;756
37;2;445
15;10;1454
45;1;563
22;9;932
31;7;294
7;2;1305
30;14;823
43;15;195
12;17;1276
31;18;1448
40;1;1454
48;16;79
37;8;1207
40;6;1285
41;17;1389
9;18;528
38;9;1058
48;13;1389
43;15;725
45;1;555
11;16;837
30;12;939
18;2;1438
28;2;861
11;18;322
36;10;379
16;20;416
20;5;1187
40;3;852
41;19;850
25;16;182
25;5;1267
45;14;958
39;19;691
40;5;619
48;19;700
12;3;327
19;14;979
29;2;1135
48;7;1420
5;10;421
44;3;200
14;4;616
11;15;742
15;15;89
33;13;1207
22;9;1463
46;20;154
6;3;685
30;6;146
49;3;921
46;1;1332
11;2;1099
5;10;1390
5;2;1004
46;18;1182
8;8;310
13;14;953
20;7;512
18;1;657
22;20;1145
42;8;239
36;5;601
7;17;782
49;5;525
5;10;411
26;5;929
40;11;1407
8;7;1409
50;7;822
25;10;680
2;16;1248
30;2;99
46;6;1105
23;3;1436
28;19;1435
43;18;571
28;7;381
25;13;131
32;14;441
36;14;185
50;20;200
46;6;808
20;5;826
7;4;1385
10;7;398
42;18;459
47;13;675
37;3;741
4;11;524
28;15;1177
46;15;410
21;20;1335
1;17;521
19;8;354
29;2;538
4;14;68
21;16;1331
21;10;1281
21;18;1436
26;4;644
19;13;124
2;6;1359
3;4;1093
15;17;577
41;14;1169
5;7;573
9;20;59
24;15;461
6;17;234
48;2;893
34;13;1392
24;1;54
43;10;1120
6;1;1365
37;15;1328
23;8;846
19;4;1474
44;20;1233
43;11;990
39;18;218
35;17;730
17;5;1242
19;15;356
7;1;284
16;6;489
28;8;1332
17;9;1213
10;2;548
2;13;637
31;7;1331
40;12;208
46;14;147
44;19;240
48;17;588
40;13;1207
12;9;1215
26;2;943
23;17;223
30;14;726
37;16;390
50;17;332
47;15;1064
32;11;408
29;13;88
2;4;1466
44;20;485
10;4;226
32;13;386
6;16;1152
23;20;908
43;20;72
15;17;1454
39;17;1195
22;11;61
15;11;525
48;17;407
32;1;1364
7;18;445
37;12;1249
33;7;1121
45;7;1073
30;15;463
27;13;1237
35;19;259
26;20;302
20;12;857
18;16;1067
49;1;1181
33;16;248
30;7;875
4;1;1306
33;8;1174
37;16;1471
1;12;851
50;1;688
7;11;316
14;13;1465
42;16;1030
41;10;1271
6;8;1032
29;16;199
43;17;1273
11;14;74
10;17;386
44;20;334
42;15;760
14;19;1156
49;12;661
8;8;108
12;2;281
4;17;1268
13;8;663
42;10;1327
21;2;1052
33;4;1002
36;4;366
46;20;259
32;19;845
28;11;254
28;8;818
9;18;975
6;13;1075
31;7;1348
15;11;968
5;4;331
46;20;344
2;13;1202
7;8;1436
4;7;337
19;11;861
16;15;1214
15;19;1004
25;7;1375
39;4;171
16;9;647
27;7;1362
12;19;1410
50;11;318
19;9;1076
48;20;819
25;10;1052
1;20;797
47;9;1473
44;12;921
46;1;1321
38;4;783
17;14;147
5;2;805
36;5;1367
44;12;1264
41;5;184
40;1;148
33;16;831
33;2;549
34;2;400
25;19;306
34;12;985
19;7;320
2;1;622
41;17;780
8;19;867
32;18;1333
29;18;120
29;5;760
10;13;709
44;17;1447
29;15;1267
7;16;690
47;4;764
9;1;309
49;15;1430
30;19;1292
46;7;333
30;4;128
50;10;514
27;13;1320
47;6;648
28;10;1195
22;4;1066
45;3;124
28;13;1230
2;10;403
9;2;1495
29;1;121
25;18;632
2;12;1412
16;1;1433
30;8;1408
6;13;1016
17;14;192
1;8;419
17;11;651
5;19;698
42;19;427
4;3;954
7;3;570
42;11;544
34;6;957
5;2;745
38;5;891
34;8;906
2;6;1160
13;20;1074
26;11;468
13;15;717
34;16;1187
27;17;545
42;7;159
26;8;894
48;5;1023
21;20;787
50;7;634
9;20;454
19;11;516
16;8;704
23;15;676
22;7;430
10;19;428
7;19;623
3;15;814
20;20;814
41;5;830
21;17;482
2;6;865
41;2;643
23;5;377
22;16;677
42;9;1014
50;4;495
7;2;566
40;16;1331
34;9;304
47;18;299
2;12;582
50;11;573
43;12;780
