21;19;914
16;18;1420
19;15;548
17;13;632
49;12;1357
39;5;343
22;6;802
30;18;271
17;11;1056
23;2;908
27;3;547
49;3;553
36;7;209
41;8;1307
15;7;246
38;14;1363
37;8;1370
29;12;1102
22;14;804
20;12;414
32;13;1287
35;15;1351
42;13;680
25;4;890
29;13;472
31;10;50
4;19;1017
22;18;1233
4;14;473
41;18;971
29;10;569
8;19;600
14;11;748
45;18;160
8;13;170
8;5;940
13;20;359
26;12;1154
41;19;190
40;6;126
26;9;1080
49;1;1145
32;2;325
1;12;1409
35;12;1268
11;9;628
23;13;448
21;8;1051
46;6;736
18;13;115
14;15;1084
8;15;233
17;20;563
49;18;952
1;12;377
47;17;1298
34;14;925
3;11;932
38;19;177
1;8;1263
33;2;176
2;11;1438
43;4;1079
19;6;1334
42;18;350
14;13;956
28;19;1338
17;18;808
1;4;1089
21;14;1234
19;3;396
30;9;787
15;17;1198
12;10;845
50;10;132
40;20;782
47;13;646
49;14;565
36;16;1370
37;16;1372
32;19;608
31;2;1278
45;12;610
46;9;779
6;14;1117
13;13;480
31;15;693
25;19;1126
29;11;1250
18;5;472
48;1;1127
19;6;872
47;3;497
31;7;895
15;14;413
3;1;492
1;12;1166
9;19;688
39;16;1199
11;20;188
8;16;1427
11;17;1045
14;15;118
12;2;178
26;7;1014
20;13;1305
2;15;893
42;10;1297
9;18;106
40;15;1200
28;10;809
22;9;313
31;9;611
8;20;900
21;9;478
43;17;955
46;5;1086
2;12;1028
15;12;1361
39;1;332
39;1;1145
13;9;527
4;13;444
12;10;872
11;17;595
47;7;459
21;4;999
15;13;610
11;1;126
18;10;618
9;20;585
35;14;62
23;20;911
21;4;1111
32;14;1350
16;5;91
43;10;1451
16;11;258
9;17;596
42;11;827
7;3;341
24;5;169
6;11;1347
1;18;1180
18;2;415
8;2;792
41;8;69
15;17;359
34;20;86
10;17;1115
1;4;1214
11;18;588
34;19;773
5;1;762
42;6;883
25;17;440
34;10;1137
32;18;975
22;13;697
11;4;1424
43;2;657
23;13;326
42;9;1445
12;5;646
27;12;1212
32;15;579
39;4;543
50;11;871
23;20;441
34;18;1148
19;14;264
15;4;1017
10;10;789
31;12;767
29;5;420
14;20;327
47;11;813
25;12;229
27;16;362
19;19;1156
41;4;1472
20;4;929
18;1;1197
15;17;1420
48;17;997
16;8;692
33;3;496
34;15;1088
2;20;1120
33;18;619
1;10;1315
34;3;51
29;15;951
26;7;543
45;8;279
18;14;92
12;8;851
40;7;1180
8;7;544
45;1;587
18;10;858
49;1;643
13;15;446
35;5;348
11;6;595
24;20;726
21;13;68
3;18;368
27;1;286
34;12;349
44;7;1052
29;12;792
8;10;1159
2;15;442
11;5;1440
26;16;893
48;19;1049
19;13;523
20;20;1228
9;3;472
41;19;824
39;6;825
37;18;468
16;6;512
25;12;285
7;16;415
48;8;1317
17;4;767
36;12;290
22;11;470
49;12;729
20;18;927
13;7;701
28;6;481
9;14;531
36;8;222
15;12;773
46;11;1478
13;15;879
40;14;460
20;20;282
39;8;903
21;17;1022
15;15;899
2;5;742
45;8;422
7;6;1355
28;19;960
50;14;521
36;3;1223
34;15;983
35;9;1289
1;2;1137
37;18;876
9;17;754
20;3;398
24;7;996
23;16;291
46;9;1216
28;20;471
50;12;1427
19;10;164
30;2;630
37;5;1126
42;17;61
11;9;810
12;4;877
39;15;241
50;1;935
9;14;777
23;7;185
14;6;683
35;16;924
33;11;304
8;1;605
22;17;498
47;18;940
2;8;1092
23;9;1220
17;1;905
49;15;240
23;16;759
47;8;117
5;16;147
36;1;1395
34;10;1107
50;6;689
24;11;1398
46;3;1240
21;8;96
40;16;1092
8;20;423
36;18;1403
47;7;87
13;3;1098
46;14;1411
23;16;931
3;14;460
14;18;1487
45;8;949
32;9;1180
10;11;1011
10;4;81
38;16;1377
39;15;209
36;9;615
15;10;333
50;3;750
26;5;1042
5;14;799
37;1;1459
49;14;141
21;13;1076
20;8;167
27;14;322
32;19;494
22;11;174
46;17;814
16;15;1036
27;1;125
6;8;1060
6;17;200
39;2;850
45;5;1021
28;2;1235
31;18;609
13;4;698
15;13;1210
13;5;355
37;12;1150
3;4;917
5;4;491
10;1;745
44;12;92
7;14;1427
36;11;586
8;1;1478
14;20;373
10;14;853
6;20;586
32;4;1327
24;5;903
17;13;1438
24;9;533
19;3;319
44;4;1122
3;12;1118
5;19;403
40;14;926
9;15;1263
27;18;208
43;15;822
7;8;429
38;7;1038
12;17;737
25;18;514
44;6;725
4;14;61
34;18;1369
20;4;1199
30;20;717
37;10;607
36;15;1274
23;6;80
34;2;897
16;16;88
13;17;754
46;7;1017
31;11;642
35;8;1337
13;17;608
16;7;121
28;4;1192
23;1;1146
30;6;1177
13;4;534
6;5;758
24;10;1276
48;11;869
29;9;618
16;18;348
12;5;298
2;7;474
23;11;313
43;15;1317
46;11;1292
32;19;1003
40;8;487
31;2;1470
12;7;354
4;5;1024
19;20;1213
34;9;599
19;17;260
27;6;1443
47;4;1429
22;16;260
34;13;1484
16;17;1105
8;6;1091
9;12;1348
23;18;763
17;13;1392
40;4;1047
3;16;557
35;12;352
27;15;1407
30;4;1419
5;20;931
5;7;268
1;7;197
13;3;399
27;5;239
5;8;189
14;9;778
36;10;1261
